,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Id
1080,0,216,1,3,0,4,3,656.0,0.0,0,6,0.0,1.0,4,602.0,1,2,4,0,2,2,12,13,4,3,0,1,2,6,2.0,5,2,5,1,1258,0,1,0,2,1,2,3,0,11040,4,80.0,3,0,0,3,144.0,1,1,0,9,14,0,6,5,2,0,1,1,0,0,0,1258.0,55,1971,2004,2008,1081
1081,0,0,1,3,0,4,3,824.0,0.0,0,6,1.0,0.0,4,216.0,1,1,4,220,4,3,6,6,2,3,0,1,1,6,1.0,5,0,5,1,1040,1,1,1,2,1,3,3,0,7500,0,75.0,3,0,0,3,0.0,2,1,0,5,19,0,4,4,2,0,1,1,4,8,0,1040.0,0,1963,1963,2010,1082
1082,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1459.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,5,1,1459,0,1,0,2,1,2,3,0,8749,4,70.0,3,0,0,3,100.0,1,1,0,8,5,39,4,6,2,0,1,1,4,8,0,1459.0,192,2002,2002,2007,1083
1083,0,0,1,3,0,4,3,553.0,0.0,1,6,1.0,0.0,4,698.0,1,2,4,0,4,3,6,6,2,2,2,1,1,6,1.0,5,2,5,1,1251,0,1,4,2,1,3,3,0,8800,4,80.0,3,0,0,3,425.0,1,3,700,2,12,116,5,5,2,0,1,3,4,8,0,1251.0,0,1964,1964,2006,1084
1084,807,0,1,3,0,4,3,592.0,0.0,0,6,0.0,0.0,2,99.0,1,2,4,0,4,3,6,6,4,5,1,2,2,6,2.0,5,0,5,1,1498,1,1,2,5,1,3,3,0,13031,0,65.0,1,0,5,3,0.0,2,1,0,6,8,44,4,5,2,0,1,1,4,8,0,691.0,315,1995,1996,2006,1085
1085,0,0,1,2,0,4,0,747.0,0.0,2,6,1.0,0.0,2,189.0,1,2,4,0,4,3,6,6,4,3,0,2,1,6,2.0,5,3,5,1,996,0,1,0,6,1,2,3,0,9069,4,73.0,3,0,9,3,0.0,2,1,0,3,20,0,5,5,2,0,1,1,4,8,0,936.0,120,1992,1992,2010,1086
1086,546,0,1,3,4,4,3,334.0,0.0,1,6,0.0,0.0,4,212.0,1,2,4,0,4,3,5,5,4,3,0,1,1,6,1.0,5,2,5,1,1092,1,1,4,5,1,3,3,0,1974,4,21.0,3,0,12,4,0.0,2,1,0,4,10,96,4,3,2,0,1,1,4,8,0,546.0,120,1973,1973,2010,1087
1087,871,0,1,3,0,4,2,0.0,0.0,6,6,0.0,0.0,2,1082.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,2,5,1,1953,1,1,0,5,1,2,3,0,10574,4,85.0,3,0,5,1,0.0,2,1,0,4,21,50,4,7,2,0,1,1,4,8,0,1082.0,160,2005,2006,2009,1088
1088,739,0,1,3,3,4,3,0.0,0.0,6,6,0.0,0.0,2,970.0,1,2,4,0,4,2,12,13,4,3,0,2,2,0,2.0,5,3,5,5,1709,0,1,0,5,1,2,3,0,2522,4,24.0,3,0,12,4,50.0,3,1,0,3,7,40,4,6,2,0,1,1,4,8,0,970.0,0,2004,2004,2006,1089
1089,0,0,2,1,4,4,3,1039.0,0.0,2,6,1.0,0.0,2,208.0,1,2,4,0,4,2,8,8,4,2,1,2,1,6,2.0,5,0,5,1,1247,1,1,0,2,1,2,3,0,3316,4,37.0,0,0,11,1,0.0,2,1,0,3,21,84,4,7,2,0,1,1,4,8,0,1247.0,0,2005,2005,2006,1090
1090,0,0,1,2,2,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,0,2,0,0,4,3,3,3,4,3,0,3,2,6,2.0,5,3,5,5,1040,0,5,1,2,2,3,3,0,8544,0,60.0,3,0,10,3,0.0,2,1,0,5,12,0,3,2,2,0,1,1,4,8,0,0.0,0,1950,1950,2009,1091
1091,628,0,2,2,3,4,3,510.0,0.0,1,6,1.0,0.0,2,90.0,1,2,4,0,4,2,8,8,4,3,0,2,2,6,2.0,5,3,5,5,1252,1,1,0,5,1,2,3,0,2160,4,24.0,3,0,12,1,212.0,1,1,0,2,21,48,4,6,2,0,1,1,4,8,0,600.0,0,1999,2000,2008,1092
1092,304,0,1,4,0,4,3,423.0,0.0,5,6,0.0,0.0,4,758.0,1,2,4,128,4,3,8,8,4,2,1,2,2,6,2.0,5,3,5,5,1694,0,1,1,0,1,3,0,0,8400,4,60.0,3,0,4,3,0.0,2,1,0,5,18,0,4,5,2,0,1,1,4,8,0,1181.0,342,1925,1950,2008,1093
1093,0,0,1,1,0,4,2,661.0,0.0,2,6,1.0,0.0,4,203.0,1,1,4,0,4,3,8,8,2,3,0,1,1,6,2.0,5,3,5,5,1200,1,1,2,2,1,2,3,0,9230,0,71.0,3,0,0,3,166.0,1,1,0,9,12,64,7,4,2,0,1,3,4,8,0,864.0,0,1965,1998,2006,1094
1094,0,0,1,2,0,4,3,248.0,240.0,1,5,1.0,0.0,4,448.0,1,2,4,80,4,3,8,8,4,3,0,1,1,6,1.0,5,0,5,1,936,0,1,0,2,1,3,3,0,5868,4,74.0,3,0,0,3,0.0,2,1,0,4,12,0,6,4,2,0,1,1,4,8,160,936.0,0,1956,2000,2010,1095
1095,0,0,1,3,0,4,3,24.0,0.0,2,6,0.0,0.0,2,1290.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,5,1,1314,0,1,2,2,1,2,3,0,9317,4,78.0,0,0,0,3,0.0,2,1,0,2,5,22,4,5,2,0,1,1,4,8,0,1314.0,0,2006,2006,2007,1096
1096,582,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,684.0,1,2,4,115,4,3,13,14,4,3,0,2,1,6,0.0,3,1,3,6,1355,1,1,4,5,1,2,3,0,6882,4,60.0,3,0,6,4,0.0,2,1,0,2,9,0,6,5,2,0,1,1,4,8,0,684.0,136,1914,2006,2007,1097
1097,0,0,1,2,4,4,3,0.0,0.0,6,6,0.0,0.0,2,1074.0,1,2,4,137,4,2,6,6,4,3,0,1,1,6,2.0,5,2,5,1,1088,1,1,0,2,1,2,3,0,3696,4,61.5,3,0,11,3,0.0,2,1,0,9,22,74,4,7,2,0,1,1,4,8,0,1074.0,0,1986,1986,2007,1098
1098,567,0,1,3,0,4,3,672.0,0.0,1,6,0.0,0.0,4,0.0,1,2,4,0,4,3,8,8,4,3,0,0,1,6,1.0,5,3,5,5,1324,0,1,4,0,1,3,3,0,6000,4,50.0,3,0,4,4,0.0,2,1,0,6,3,0,5,3,2,0,1,1,4,8,0,672.0,0,1936,1950,2009,1099
1099,0,0,1,3,0,4,3,704.0,0.0,0,6,0.0,0.0,2,567.0,1,6,4,0,4,3,9,10,4,5,1,1,2,6,2.0,5,2,5,1,1601,0,1,4,2,1,3,3,0,11880,4,82.0,0,0,0,3,206.0,1,1,0,3,14,0,4,6,2,0,1,1,0,0,0,1271.0,0,1978,1978,2009,1100
1100,0,0,1,1,0,0,3,290.0,0.0,5,6,0.0,0.0,4,0.0,0,2,1,0,4,3,13,14,4,3,0,1,1,6,1.0,5,3,5,5,438,0,1,4,2,1,1,0,0,8400,4,60.0,3,0,1,3,0.0,2,1,0,0,18,0,4,1,0,0,1,1,4,8,0,290.0,0,1920,1950,2009,1101
1101,0,0,1,3,0,4,3,412.0,287.0,1,3,0.0,0.0,4,251.0,1,2,4,0,4,3,6,8,4,3,0,1,1,6,1.0,5,3,5,5,950,0,1,4,2,1,3,3,0,9758,4,61.0,0,0,0,3,0.0,2,1,0,6,12,0,4,4,2,0,1,1,4,8,0,950.0,0,1971,1971,2007,1102
1102,0,0,1,2,0,4,3,588.0,0.0,5,6,0.0,0.0,4,422.0,1,2,4,0,4,3,13,14,3,3,0,1,1,6,1.0,5,2,5,1,1134,0,1,0,2,1,3,3,0,7000,4,70.0,3,0,0,3,45.0,1,1,0,3,12,16,6,4,2,0,1,1,3,8,0,1010.0,0,1960,2002,2007,1103
1103,0,0,1,3,0,4,2,655.0,0.0,0,6,0.0,1.0,4,0.0,1,2,4,192,4,3,3,3,4,1,1,1,1,6,2.0,5,0,5,3,1194,0,1,0,2,1,3,3,0,8910,0,79.0,3,0,0,3,0.0,2,1,0,6,12,0,5,5,2,0,1,3,4,8,0,655.0,0,1959,1959,2006,1104
1104,672,0,1,3,4,4,3,0.0,0.0,6,6,0.0,0.0,4,630.0,1,2,4,0,4,3,6,6,4,3,0,1,2,6,2.0,5,3,5,5,1302,1,1,4,5,1,3,3,0,2016,4,24.0,3,0,12,4,304.0,1,1,0,3,2,0,4,4,2,0,1,1,4,8,0,630.0,0,1970,1970,2007,1105
1105,1122,0,1,3,0,4,0,1032.0,0.0,2,6,1.0,0.0,0,431.0,1,2,4,0,4,2,6,6,4,5,2,2,2,6,2.0,5,2,5,1,2622,1,1,0,5,1,2,3,0,12256,0,98.0,0,0,5,3,362.0,1,1,0,3,15,32,4,7,2,0,1,1,4,8,0,1463.0,186,1994,1995,2010,1106
1106,0,0,1,3,0,4,2,738.0,0.0,2,6,1.0,0.0,2,172.0,1,1,4,0,4,2,6,6,4,5,1,2,2,6,2.0,5,0,5,1,1442,0,1,2,2,1,2,3,0,10357,0,114.0,0,0,0,3,0.0,2,1,0,4,20,244,4,6,2,0,1,3,4,8,0,910.0,0,1990,1991,2007,1107
1107,1134,0,1,3,0,1,3,0.0,0.0,6,6,0.0,0.0,0,868.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,5,3,2021,1,1,0,5,1,2,1,0,23257,1,168.0,2,0,5,3,0.0,2,1,0,8,8,100,4,6,2,0,1,1,5,6,0,868.0,0,2006,2006,2006,1108
1108,742,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,924.0,1,2,4,0,4,3,12,13,4,5,1,2,2,6,2.0,5,2,5,1,1690,1,1,0,5,1,3,3,0,8063,4,65.0,3,0,5,3,0.0,2,1,0,10,8,48,4,5,2,0,1,1,0,8,0,924.0,100,2000,2000,2007,1109
1109,0,0,1,3,0,4,2,1039.0,0.0,2,6,1.0,0.0,0,797.0,1,2,4,0,4,2,8,8,4,2,1,2,2,6,3.0,5,0,5,1,1836,0,1,0,2,1,2,3,0,11362,4,107.0,0,0,0,3,42.0,3,1,0,2,16,185,4,7,2,0,1,1,4,8,0,1836.0,125,2004,2005,2009,1110
1110,885,0,1,3,0,4,3,219.0,0.0,2,6,1.0,0.0,2,554.0,1,2,4,0,4,3,6,6,4,5,1,2,2,6,2.0,5,0,5,1,1658,1,1,2,5,1,3,3,0,8000,4,65.0,3,0,5,3,0.0,2,1,0,5,8,84,4,5,2,0,1,1,4,8,0,773.0,224,1995,1996,2008,1111
1111,866,0,1,4,0,4,3,403.0,0.0,0,6,0.0,0.0,4,400.0,1,2,4,0,4,3,9,10,4,2,1,1,2,6,2.0,5,2,5,1,1964,1,1,4,5,1,3,3,0,10480,4,80.0,3,0,5,3,660.0,1,1,0,8,14,69,5,6,2,0,1,3,4,8,0,803.0,0,1976,1976,2008,1112
1112,0,0,1,2,0,4,3,708.0,0.0,2,6,1.0,0.0,4,108.0,1,2,0,0,4,3,14,15,4,3,0,1,1,6,1.0,5,3,5,5,816,0,1,4,2,1,3,3,0,7100,0,73.0,0,0,0,3,0.0,2,1,0,6,12,0,6,4,2,0,1,1,4,8,0,816.0,0,1957,1957,2006,1113
1113,0,0,1,2,0,4,3,643.0,0.0,1,6,1.0,0.0,4,365.0,1,2,4,0,4,3,13,14,4,3,0,1,1,6,1.0,5,3,5,1,1008,0,1,2,2,1,2,3,0,8923,4,66.0,3,0,0,3,0.0,2,1,0,4,12,18,6,4,2,0,1,1,4,8,0,1008.0,0,1953,2006,2007,1114
1114,0,0,1,2,0,4,3,415.0,0.0,5,6,0.0,0.0,4,418.0,1,2,4,0,2,3,8,8,2,3,0,1,1,6,1.0,5,3,5,5,833,0,1,0,2,1,2,3,0,5400,4,90.0,3,0,0,3,0.0,2,1,0,7,17,0,6,4,2,0,1,1,4,8,0,833.0,0,1954,2000,2006,1115
1115,0,0,1,3,0,4,3,1004.0,0.0,2,6,1.0,0.0,0,730.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,2,5,1,1734,0,1,0,2,1,0,3,0,12085,4,93.0,3,0,0,3,328.0,3,1,0,10,16,0,4,7,2,0,1,3,5,6,0,1734.0,0,2007,2007,2007,1116
1116,640,0,1,3,0,4,3,353.0,0.0,2,6,1.0,0.0,2,55.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,2.0,5,0,5,3,1419,1,1,0,7,1,2,3,0,7750,4,65.0,3,0,8,3,0.0,2,1,0,2,8,0,4,7,2,0,1,3,4,8,0,408.0,120,2002,2002,2009,1117
1117,0,0,1,3,0,4,3,702.0,0.0,1,6,1.0,0.0,4,192.0,1,1,4,0,4,3,12,13,4,3,0,1,1,6,2.0,5,2,5,1,894,0,1,0,2,1,2,3,0,9764,2,57.0,0,0,0,3,0.0,2,1,0,4,19,0,6,4,2,0,1,1,4,8,0,894.0,0,1967,2003,2008,1118
1118,580,0,1,3,0,4,3,0.0,0.0,6,6,0.0,1.0,4,533.0,1,2,4,0,2,3,8,8,4,3,0,1,1,3,1.0,5,2,5,3,1601,0,1,4,7,1,3,3,0,13825,4,85.0,3,0,8,3,0.0,2,1,0,11,19,34,5,4,2,0,1,1,4,8,0,533.0,280,1958,1987,2008,1119
1119,0,0,1,3,0,4,3,369.0,0.0,3,6,0.0,0.0,4,671.0,1,2,0,252,4,3,3,14,1,3,0,1,1,6,1.0,5,2,5,1,1040,0,1,4,2,1,3,3,0,7560,4,70.0,3,0,0,3,0.0,2,1,0,6,12,0,4,4,2,0,1,1,4,8,0,1040.0,140,1959,1959,2006,1120
1120,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1012.0,1,2,0,112,4,3,3,3,2,2,1,0,1,6,1.0,5,3,5,5,1012,0,1,4,2,1,3,0,1,8263,4,59.0,3,0,1,4,0.0,2,1,0,4,9,22,4,5,2,0,1,1,4,8,0,1012.0,0,1920,1950,2007,1121
1121,0,0,1,3,0,4,0,24.0,0.0,2,6,0.0,0.0,2,1528.0,1,2,4,0,4,2,12,13,4,3,0,2,2,6,3.0,5,2,5,1,1552,0,1,0,2,1,2,3,0,10084,4,84.0,3,0,0,3,196.0,1,1,0,6,5,20,4,6,2,0,1,1,5,6,0,1552.0,144,2005,2006,2006,1122
1122,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,672.0,1,2,0,0,4,3,0,0,2,3,0,1,1,6,1.0,5,3,5,2,960,0,1,0,2,1,3,3,0,8926,0,65.5,0,0,0,3,0.0,2,1,0,9,7,0,2,3,2,0,1,1,0,0,160,672.0,64,1956,1956,2009,1123
1123,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,1.0,4,698.0,1,2,4,0,0,3,12,13,4,3,0,1,1,6,0.0,3,1,3,6,698,0,1,0,2,1,3,3,0,9405,4,50.0,3,0,0,3,0.0,2,1,0,5,7,200,8,4,2,0,1,3,4,8,0,698.0,0,1947,2008,2009,1124
1124,670,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,384.0,1,2,4,0,4,3,6,6,4,5,1,2,2,6,2.0,5,0,5,1,1482,1,1,2,7,1,2,3,0,9125,4,65.0,0,0,8,3,170.0,1,1,0,6,8,25,4,6,2,0,1,1,4,8,0,384.0,100,1992,1992,2007,1125
1125,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1005.0,1,2,4,0,4,3,9,10,4,5,1,1,1,6,2.0,1,3,1,5,1005,0,1,4,2,1,1,3,0,10434,4,60.0,3,0,0,3,0.0,2,1,0,10,12,0,4,3,2,0,1,1,4,8,0,1005.0,0,1955,1955,2009,1126
1126,0,0,1,2,4,4,3,0.0,0.0,6,6,0.0,0.0,2,1373.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,3.0,5,0,5,1,1555,0,1,0,2,1,2,3,0,3684,4,53.0,3,0,11,3,130.0,1,1,0,5,0,20,4,6,2,0,1,3,4,8,0,1373.0,143,2007,2007,2009,1127
1127,0,0,1,3,0,4,0,1300.0,0.0,2,6,1.0,0.0,2,230.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,3.0,5,0,5,1,1530,0,1,0,2,1,2,3,0,14572,0,182.0,2,0,0,3,0.0,2,1,0,10,8,36,4,6,2,0,1,3,3,8,0,1530.0,144,2004,2004,2007,1128
1128,1112,0,1,4,0,4,0,0.0,0.0,6,6,0.0,0.0,2,847.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,0,5,3,1959,1,1,0,5,1,2,3,0,11796,4,59.0,0,0,5,3,0.0,2,1,0,6,8,48,4,6,2,0,1,1,4,8,0,847.0,100,2004,2005,2007,1129
1129,0,0,0,2,2,4,1,936.0,0.0,2,6,1.0,0.0,2,0.0,1,2,4,0,4,3,8,8,4,3,0,1,1,6,2.0,5,3,5,5,936,0,1,4,6,1,3,3,0,7200,4,60.0,3,0,10,4,180.0,1,1,0,7,17,0,4,4,2,0,1,1,4,8,0,936.0,49,1980,1980,2007,1130
1130,653,0,1,4,0,4,3,622.0,0.0,1,6,1.0,0.0,4,500.0,1,2,4,0,4,3,14,10,2,5,2,0,2,3,2.0,5,3,5,5,1981,0,1,4,0,1,2,3,0,7804,4,65.0,3,0,4,3,0.0,2,1,0,11,18,44,2,3,2,0,1,1,4,8,0,1122.0,431,1928,1950,2009,1131
1131,0,0,1,3,0,4,2,212.0,0.0,1,6,0.0,0.0,2,762.0,1,2,4,0,4,3,6,6,2,3,0,2,1,6,0.0,3,1,3,6,974,0,1,4,2,1,3,3,0,10712,4,63.0,3,0,0,3,0.0,2,1,0,8,11,28,4,4,2,0,1,1,0,7,0,974.0,0,1991,1992,2007,1132
1132,1032,0,1,5,0,4,2,0.0,0.0,6,6,0.0,0.0,4,1008.0,1,2,4,0,4,3,13,14,4,3,0,0,2,6,1.0,5,3,1,5,2210,0,2,4,5,1,1,3,0,9900,4,90.0,3,0,6,4,0.0,2,1,0,4,17,48,3,5,0,0,1,1,4,8,0,1008.0,0,1880,1950,2007,1133
1133,878,0,1,3,0,4,3,584.0,0.0,2,6,0.0,0.0,2,544.0,1,2,4,0,4,2,12,13,4,5,1,2,2,6,2.0,5,2,5,1,2020,1,1,0,5,1,2,3,0,9828,4,80.0,0,0,5,3,0.0,2,1,0,5,20,155,4,7,2,0,1,1,4,8,0,1128.0,0,1995,1995,2009,1134
1134,684,0,1,3,0,4,0,0.0,0.0,6,6,0.0,0.0,2,916.0,1,2,4,0,4,3,12,13,4,5,1,2,2,6,2.0,5,0,5,1,1600,1,1,2,5,1,3,1,0,8773,4,57.0,0,0,5,3,0.0,2,1,0,7,8,38,4,5,2,0,1,1,4,8,0,916.0,100,1997,1997,2007,1135
1135,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,960.0,0,2,4,0,4,3,13,14,4,2,1,0,1,6,1.0,5,3,5,5,986,0,1,4,2,1,3,3,0,6180,0,60.0,3,0,1,4,0.0,2,1,0,4,3,128,4,5,2,0,1,1,4,8,0,960.0,0,1926,1950,2007,1136
1136,220,0,1,3,0,4,3,280.0,0.0,1,6,0.0,0.0,4,752.0,1,2,0,96,4,3,12,13,4,3,0,1,1,6,1.0,5,3,5,1,1252,0,1,4,0,1,3,3,0,9600,4,80.0,3,0,4,3,0.0,2,1,0,3,12,0,4,5,2,0,1,1,0,8,0,1032.0,0,1950,1950,2008,1137
1137,240,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,780.0,0,1,4,176,2,3,12,13,4,3,0,1,1,6,0.0,3,1,3,6,1020,0,1,2,0,1,3,3,0,6342,4,54.0,3,0,4,3,0.0,2,1,0,4,19,0,7,4,0,0,1,1,4,8,0,780.0,0,1875,1996,2010,1138
1138,0,0,1,2,0,4,1,1567.0,0.0,0,6,1.0,0.0,4,0.0,1,2,4,0,4,3,9,7,4,5,2,2,2,6,2.0,5,2,5,1,1567,0,1,4,2,1,2,3,1,9819,4,73.0,0,0,0,3,0.0,2,1,0,4,11,32,4,5,2,0,1,1,4,8,0,1567.0,264,1977,1977,2009,1139
1139,0,0,1,3,0,4,3,645.0,0.0,1,6,0.0,0.0,4,270.0,1,2,4,216,1,3,11,12,4,2,1,0,1,0,2.0,5,3,5,5,1167,0,1,4,2,1,3,3,0,8731,4,98.0,0,0,1,3,0.0,2,1,0,4,3,0,4,4,2,0,1,1,4,8,126,915.0,0,1920,1950,2007,1140
1140,0,0,1,2,0,4,2,852.0,0.0,0,6,1.0,0.0,4,100.0,1,2,4,0,4,3,6,6,4,3,0,1,1,6,2.0,5,3,5,5,952,0,1,4,2,1,3,3,0,7350,0,60.0,3,0,0,3,0.0,2,1,0,5,12,0,6,4,2,0,1,1,0,0,0,952.0,0,1951,1951,2008,1141
1141,780,0,1,4,0,4,3,381.0,0.0,0,6,1.0,0.0,4,399.0,1,4,4,0,2,3,9,10,4,5,1,1,2,6,2.0,5,3,5,1,1868,1,1,0,5,1,2,3,0,10304,1,80.0,0,0,5,3,44.0,1,1,0,9,14,96,6,4,2,0,1,1,4,8,0,780.0,448,1976,1976,2009,1142
1142,1362,0,1,4,0,4,1,1150.0,0.0,2,6,1.0,0.0,0,316.0,1,2,4,0,4,2,12,13,4,5,1,2,3,6,3.0,5,2,5,3,2828,0,1,0,5,1,2,3,0,9965,4,77.0,3,0,5,3,340.0,3,1,0,3,5,144,4,7,2,0,1,3,5,6,0,1466.0,125,2006,2007,2007,1143
1143,0,0,1,3,0,4,3,288.0,0.0,2,6,0.0,0.0,4,718.0,1,2,4,0,4,3,13,10,4,3,0,1,1,6,0.0,3,1,3,6,1006,0,1,4,2,1,3,3,0,9000,4,71.0,3,0,0,3,0.0,2,1,0,6,19,24,2,4,2,0,1,1,4,8,0,1006.0,0,1959,1959,2008,1144
1144,252,0,1,2,1,4,3,348.0,0.0,1,6,1.0,0.0,2,324.0,0,2,0,0,1,3,8,8,2,3,0,0,1,6,1.0,5,3,5,5,924,0,3,1,0,1,1,3,0,12180,4,60.0,3,0,14,3,0.0,2,1,0,6,7,0,3,3,2,0,1,1,4,8,0,672.0,0,1941,1950,2010,1145
1145,534,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,4,1042.0,1,2,4,0,4,3,8,8,4,2,1,0,1,6,1.0,5,3,5,5,1576,0,1,0,0,1,3,3,0,6240,4,52.0,3,0,4,4,0.0,2,1,0,7,3,0,5,4,2,0,1,1,3,8,0,1042.0,0,1928,1950,2006,1146
1146,0,0,1,3,0,4,3,1258.0,0.0,2,6,1.0,0.0,2,40.0,1,2,4,0,4,2,13,15,4,5,1,1,2,6,2.0,5,3,5,1,1298,0,1,4,2,1,2,3,0,11200,4,66.5,3,0,0,3,85.0,1,1,0,4,20,26,4,5,2,0,1,1,4,8,0,1298.0,165,1985,1985,2006,1147
1147,704,0,1,3,0,4,3,275.0,0.0,5,6,0.0,0.0,4,429.0,1,2,4,0,4,3,8,8,4,2,1,1,1,6,1.0,5,3,5,1,1564,1,1,0,5,1,1,0,0,12000,4,75.0,3,0,6,3,0.0,2,1,0,6,6,0,6,6,2,0,1,1,4,8,0,704.0,0,1941,1950,2009,1148
1148,539,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,572.0,1,2,4,176,4,3,13,14,4,2,1,2,1,6,1.0,5,3,5,5,1111,0,1,4,0,1,3,3,0,5700,4,60.0,3,0,4,4,0.0,2,1,0,7,17,0,6,6,2,0,1,1,4,8,0,572.0,0,1926,1950,2008,1149
1149,650,0,1,3,0,4,3,624.0,0.0,0,6,0.0,1.0,4,26.0,1,0,4,0,2,3,12,13,4,3,0,2,1,6,2.0,5,3,5,5,1482,0,1,0,5,1,3,3,0,9000,4,50.0,3,0,6,4,0.0,2,1,0,6,17,0,8,6,2,0,1,3,4,8,0,650.0,0,1920,1988,2009,1150
1150,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,932.0,1,2,0,214,4,3,3,3,0,2,1,1,1,6,1.0,5,3,5,1,932,0,1,0,2,1,2,3,0,8280,4,57.0,0,0,0,3,0.0,2,1,0,10,12,0,4,5,2,0,1,1,4,8,0,932.0,0,1950,1950,2007,1151
1151,0,0,1,3,0,4,3,176.0,0.0,1,6,0.0,0.0,4,1290.0,1,2,4,0,4,3,6,10,4,2,2,1,1,6,2.0,5,0,5,1,1466,1,1,4,2,1,1,3,0,17755,4,134.0,3,0,0,3,132.0,1,1,0,10,7,140,3,4,2,0,1,1,4,8,100,1466.0,0,1959,1959,2006,1152
1152,0,0,1,2,0,4,3,296.0,547.0,0,2,0.0,0.0,4,230.0,1,2,4,280,4,3,10,11,4,2,1,2,1,6,2.0,5,0,5,1,1811,0,1,0,2,1,0,3,0,14115,4,90.0,0,0,0,3,0.0,2,1,0,6,6,0,6,5,2,0,1,1,0,8,0,1073.0,0,1956,2004,2006,1153
1153,0,0,1,2,0,4,0,538.0,0.0,0,6,0.0,0.0,4,278.0,1,2,4,96,2,2,13,14,4,3,0,0,1,6,1.0,5,3,5,5,816,0,1,0,2,1,3,3,0,5890,0,60.0,3,0,1,4,0.0,2,1,0,5,9,0,7,5,2,0,1,1,4,8,0,816.0,0,1930,2007,2008,1154
1154,918,0,1,4,0,4,1,454.0,0.0,0,6,0.0,0.0,4,410.0,1,2,4,0,4,3,12,13,0,2,2,1,1,6,2.0,5,3,5,1,1820,2,1,4,5,1,2,3,0,13700,4,73.0,0,0,5,3,288.0,3,1,0,4,12,84,5,6,2,0,1,1,4,8,273,864.0,60,1965,1988,2008,1155
1155,0,0,1,3,0,4,1,1157.0,0.0,0,6,1.0,0.0,2,280.0,1,2,4,0,2,2,9,10,4,1,1,1,2,6,2.0,5,2,5,1,1437,0,1,4,2,1,2,3,0,10768,0,90.0,0,0,0,3,0.0,2,1,0,6,24,21,7,4,2,0,1,1,4,8,180,1437.0,0,1976,2004,2007,1156
1156,0,96,1,3,0,4,1,633.0,0.0,0,6,0.0,1.0,4,586.0,1,2,4,0,2,3,3,3,2,2,1,2,2,6,2.0,5,2,5,1,1265,0,1,2,7,1,2,3,0,9350,4,85.0,3,0,8,3,0.0,2,1,0,9,12,92,7,4,2,0,1,1,4,8,0,1219.0,0,1965,1999,2008,1157
1157,0,0,1,2,3,4,3,904.0,0.0,2,6,1.0,0.0,2,410.0,1,2,4,0,4,2,12,13,4,2,1,2,2,6,2.0,5,2,5,1,1314,0,1,0,2,1,2,3,0,5001,4,34.0,0,0,11,3,166.0,3,1,0,6,16,62,4,6,2,0,1,1,4,8,0,1314.0,172,2007,2008,2009,1158
